"Number","Genebank","Genebank.ID","Species.code","Species","GPS","GPS.1","GPS.2","GPS.3","Place","Province","COUNTRY","Description","Date.of.collecton","Elevation","Ploidy","gps.lat","gps.lon","gps.elevation"
426,"CGN",962297,"ACL","acaule",-17.3,"1718S",-661.666,"06610W","D. Cochabamba","P. Cercado","BOL","Sierra de Tunari, near Lake Huara Huara, at the end of the road","14/03/80",4000,"48",-17.3,-66.1666666666667,3646.07446289062
427,"CGN",22768,"ACL","acaule",-171.666,"1710S",-66.5,"06630W","D. Cochabamba","P. Ayopaya","BOL","34 km from turning off Morochata-Cochabamba road to Cocapata, Viscachas","03/04/80",4000,"48",-17.1666666666667,-66.5,4208.59326171875
428,"CGN",18068,"ACL","acaule",-224.333,"2226S",-661.833,"06611W","P. Jujuy","D. Rinconada","ARG","Rinconada, en la plazita a la escuela","02/04/74",3950,"48",-22.4333333333333,-66.1833333333333,4033.6376953125
429,"CGN",22332,"ACL","acaule",-28.7,"2842S",-678.333,"06750W","P. La Rioja","D. Famatina","ARG","Sierra de Famatina, Puesto de La Cienaga Grande","08/02/72",3100,"48",-28.7,-67.8333333333333,3073.71606445312
430,"CGN",21328,"ACL","acaule",-235.833,"2335S",-65.2,"06512W","P. Jujuy","D. Tilcara","ARG","Piedra Rosada, Casa Colorado, by the Ventura River","21/03/72",4000,"48",-23.5833333333333,-65.2,3191.3974609375
431,"CGN",17930,"ACL","acaule",-244.833,"2429S",-662.166,"06613W","P. Salta","D. La Poma","ARG","Negra Muerta, route 40, 10 km S of Abray Acay. 500m. abajo de OKA 4834","21/03/73",4300,"48",-24.4833333333333,-66.2166666666667,4607.79150390625
432,"CGN",22359,"ACL","acaule",-267.833,"2647S",-65.75,"06545W","P. Tucuman","D. Tafi del Valle","ARG","road Santa Maria - Tafi, Quebrada Honda km 84","13/02/59",2950,"48",-26.7833333333333,-65.75,2683.88403320312
433,"CGN",22763,"ACL","acaule",-171.833,"1711S",-684.833,"06829W","D. La Paz","P. Pacajes","BOL","90 km from La Paz to Corocoro","24/03/80",3960,"48",-17.1833333333333,-68.4833333333333,3996.41723632812
434,"CGN",21303,"AEM","acaule aemulans",-289.666,"2858S",-67.7,"06742W","P. La Rioja","D. Famatina","ARG","Sierra Famatina, valley of Rio Amarillo above La Encrucijada","05/02/66",3250,"48",-28.9666666666667,-67.7,3251.02001953125
435,"CGN",21330,"AEM","acaule aemulans",-23.6,"2336S",-651.333,"06508W","P. Jujuy","D. Tilcara","ARG","Tembriojo, por la Senda Huairahuase a Molulo","22/03/72",3500,"48",-23.6,-65.1333333333333,1926.16296386719
436,"CGN",21331,"AEM","acaule aemulans",-235.833,"2335S",-651.666,"06510W","P. Jujuy","D. Tilcara","ARG","Piedra Parada area, Morron del Carrascal.Cerca Encrucijada del Rio Ventura","24/03/72",3700,"48",-23.5833333333333,-65.1666666666667,2487.1728515625
437,"CGN",23789,"AEM","acaule aemulans",-289.666,"2858S",-67.7,"06742W","P. La Rioja","D. Famatina","ARG","Sierra de Famatina, La Encrucijada","14/03/75",3050,"48",-28.9666666666667,-67.7,3251.02001953125
438,"CGN",20675,"PAL","acaule palmirense",-2.15,"0209S",-787.166,"07843W","P. Chimborazo","D. Palmira","ECU","On Loma Mayocancha, at Estacion Experimental Paramo Moyocancha","11/05/91",3750,"72",-2.15,-78.7166666666667,3741.2939453125
439,"CGN",20666,"PNE","acaule punae",-113.833,"1123S",-764.833,"07629W","D. Lima","P. Canta","PER","Slopes above Cullhuay","07/03/58",4050,"48",-11.3833333333333,-76.4833333333333,4334.8798828125
440,"CGN",960591,"PNE","acaule punae",-11.6,"1136S",-753.666,"07522W","D. Junin",NA,"PER","Km 34 between Jauja and Tarma",NA,4100,"48",-11.6,-75.3666666666667,4431.9482421875
441,"CGN",20672,"PNE","acaule punae",-12.85,"1251S",-74.85,"07451W","D. Huancavelica","P. Acobamba","PER","Huancavelica to Lircay, km 26",NA,4150,"48",-12.85,-74.85,4174.37744140625
442,"CGN",20665,"PNE","acaule punae",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"48",NA,NA,NA
443,"CGN",20669,"PNE","acaule punae",-92.666,"0916S",-765.833,"07635W","D. Huanuco","P. Huamalies","PER","Luichocancha, district of Tantamayo",NA,3700,"48",-9.26666666666667,-76.5833333333333,2233.546875
444,"CGN",18298,"ACH","achacachense",NA,NA,NA,NA,"La Paz",NA,"BOL","Between Achacachi & Sorata, ~ 2km and ~3km towards Sorata from highest point on road.",NA,3900,"24",NA,NA,NA
445,"CGN",18251,"ACH","achacachense",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
446,"CGN",18252,"ACH","achacachense",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
447,"CGN",18253,"ACH","achacachense",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
448,"CGN",962654,"ACG","acroglossum",-10,"1000S",-76.5,"07630W","D. Huanuco","P. Dos de Mayo","PER","Between Huanuco and Banos",NA,2200,"24",-10,-76.5,3532.2666015625
449,"CGN",22730,"ACS","acroscopicum",-15.2,"1512S",-729.333,"07256W","D. Arequipa","P. Cotahuasi","PER","Huambo, near Cotahuasi",NA,3200,"24",-15.2,-72.9333333333333,2631.70068359375
450,"CGN",22356,"AGF","agrimonifolium",151.666,"1510N",-91.95,"09157W","D. San Marcos",NA,"GTM","1.0 km NW of town square of Ixchiguan, on road to Tacana, ca 50 m N of road","24/09/95",3380,"48",15.1666666666667,-91.95,3237.267578125
451,"CGN",962770,"AGF","agrimonifolium",148.666,"1452N",-91.2,"09112W","D. Solola",NA,"GTM","7.0 km west of the intersection of the road from Nahuala to Guatemala City","28/09/95",3000,"48",14.8666666666667,-91.2,2658.73974609375
452,"CGN",962793,"AGF","agrimonifolium",158.166,"1549N",-915.166,"09131W","D. Huehuetenango",NA,"GTM","24.3 km N of town square of Santa Eulalia, 5.5 km S of town square","26/10/95",3020,"48",15.8166666666667,-91.5166666666667,3104.82055664062
453,"CGN",18239,"AJH","ajanhuiri",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
454,"CGN",22389,"AJH","ajanhuiri",NA,NA,NA,NA,NA,NA,"BOL","Market La Paz",NA,NA,"24",NA,NA,NA
455,"CGN",22349,"ALN","alandiae",-17.75,"1745S",-65.2,"06512W","D. Cochabamba","P. Mizque","BOL","148 km from Cochabamba on the old road to Sucre, 1 km before Totora","19/03/80",2700,"24",-17.75,-65.2,2727.23095703125
456,"CGN",18258,"ALN","alandiae",-18.7,"1842S",-64.2,"06412W","D. Santa Cruz","P. Valle Grande","BOL","45 km from Valle grande to Pucara, over Pucara","01/03/80",2650,"24",-18.7,-64.2,2149.44970703125
457,"CGN",962384,"ALN","alandiae",-186.833,"1841S",-641.833,"06411W","D. Santa Cruz","P. Valle Grande","BOL","42 km from Valle Grande on the road to Pucara, 5 km before Pucara","01/03/80",2450,"24",-18.6833333333333,-64.1833333333333,2231.57690429688
458,"CGN",20651,"ALN","alandiae",-17.9,"1754S",-64.65,"06439W","D. Santa Cruz","P. M.M. Caballero","BOL","71 km from Mataral to Cochabamba, 1 km before Torrecillas","02/03/80",2600,"24",-17.9,-64.65,1860.30004882812
459,"CGN",18260,"ALN","alandiae",-177.166,"1743S",-65.1,"06506W","D. Cochabamba","P. Carrasco","BOL","1 km above Totora on the road to Epizana","27/03/80",2800,"24",-17.7166666666667,-65.1,2890.4208984375
460,"CGN",18264,"ALN","alandiae",NA,NA,NA,NA,"D. Cochabamba","P. Mizque","BOL","13-18 KM FROM MIZQUE TO ARANI","23/02/80",NA,"24",NA,NA,NA
461,"CGN",20667,"ALB","albicans",-7.05,"0703S",-78.6,"07836W","D. Cajamarca",NA,"PER","3.5 miles from the Entrance to Hacienda Porcon",NA,3300,"72",-7.05,-78.6,3601.5732421875
462,"CGN",20670,"ALB","albicans",-82.833,"0817S",-77.3,"07718W","D. La Libertad","P. Santiago de Chuco","PER","San Jose farm",NA,NA,"72",-8.28333333333333,-77.3,3477.1484375
463,"CGN",20663,"ALB","albicans",-98.666,"0952S",-77.2,"07712W","D. Ancash","P. Recuay","PER","Near mines of Tuco",NA,4150,"72",-9.86666666666667,-77.2,5174.6328125
464,"CGN",20674,"ALB","albicans",-9.85,"0951S",-774.166,"07725W","D. Ancash","P. Recuay","PER","Between Ticapampa and Conococha",NA,4100,"72",-9.85,-77.4166666666667,3863.87622070312
465,"CGN",20668,"ALB","albicans",-105.666,"1034S",-76.9,"07654W","D. Lima","P. Cajatambo","PER","Pomaca between Oyon and Cajatambo",NA,3650,"72",-10.5666666666667,-76.9,4590.72412109375
466,"CGN",22731,"ABZ","albornozii",-4,"0400S",-792.166,"07913W","P. Loja","C. Loja","ECU","Km 15 road  Loja  to  Catamayo",NA,2700,"24",-4,-79.2166666666667,2149.9404296875
467,"CGN",18358,"AMB","ambosinum",-82.833,"0817S",-77.3,"07718W","D. La Libertad","P. Tayabamba","PER","Tayabamba",NA,NA,"24",-8.28333333333333,-77.3,3477.1484375
468,"CGN",18354,"AMB","ambosinum",-102.166,"1013S",-761.333,"07608W","D. Huanuco",NA,"PER","Between Ambo and San Rafael",NA,NA,"24",-10.2166666666667,-76.1333333333333,3220.08374023438
469,"CGN",18322,"AMB","ambosinum",NA,NA,NA,NA,"D. Pasco","P. Daniel Carrion","PER","Choccec",NA,2800,"24",NA,NA,NA
470,"CGN",17679,"CHC","chacoense",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"24",NA,NA,NA
471,"CGN",962195,"ARZ","arnezii",-19.3,"1918S",-64.45,"06427W","D. Chuquisaca","P. Jaime Mendoza","BOL","64 km from Zudanez to Padilla","09/03/80",2140,"24",-19.3,-64.45,2503.9931640625
472,"CGN",18207,"AST","astleyi",-196.333,"1938S",-652.833,"06517W","D. Potosi","P. Saavedra","BOL","11 km from turning point near Betanzos to Esquire","03/04/80",3270,"24",-19.6333333333333,-65.2833333333333,3354.36645507812
473,"CGN",18209,"AST","astleyi",-196.333,"1938S",-652.833,"06517W","D. Potosi","P. Saavedra","BOL","11 Km from turning point near Betanzos to Esquire","03/04/80",3270,"24",-19.6333333333333,-65.2833333333333,3354.36645507812
474,"CGN",18210,"AST","astleyi",-196.333,"1938S",-652.833,"06517W","D. Potosi","P. Saavedra","BOL","11 KM FROM TURNING POINT NEAR BETANZOS TO ESQUIRE","03/04/80",3300,"24",-19.6333333333333,-65.2833333333333,3354.36645507812
475,"CGN",18211,"AST","astleyi",-196.333,"1938S",-652.833,"06517W","D. Potosi","P. Saavedra","BOL","11 km from turning point near Betanzos to Esquire","03/04/80",3300,"24",-19.6333333333333,-65.2833333333333,3354.36645507812
476,"CGN",18212,"AST","astleyi",-196.333,"1938S",-652.833,"06517W","D. Potosi","P. Saavedra","BOL","11 km from turning point near Betanzos on road to Esquire","03/04/80",3300,"24",-19.6333333333333,-65.2833333333333,3354.36645507812
477,"CGN",18255,"AVL","avilesii",-186.333,"1838S",-64.15,"06409W","D. Santa Cruz","P. Valle Grande","BOL","26 km from Valle Grande on the road to Pucara, Aqua de Oro","01/03/80",2850,"24",-18.6333333333333,-64.15,2169.5927734375
478,"CGN",18256,"AVL","avilesii",-186.333,"1838S",-64.15,"06409W","D. Santa Cruz","P. Valle Grande","BOL","28 km from Valle Grande on the road to Pucara","01/03/80",2950,"24",-18.6333333333333,-64.15,2169.5927734375
479,"CGN",18257,"AVL","avilesii",-186.333,"1838S",-64.15,"06409W","D. Santa Cruz","P. Valle Grande","BOL","28 km from Valle Grande on the road to Pucara","01/03/80",2850,"24",-18.6333333333333,-64.15,2169.5927734375
480,"CGN",18074,"BER","berthaultii",-195.333,"1932S",-652.666,"06516W","D. Potosi","P. Saavedra","BOL","Retiro, 78 km from Sucre to Potosi","28/03/74",2950,"24",-19.5333333333333,-65.2666666666667,2868.17993164062
481,"CGN",18190,"BER","berthaultii",-194.333,"1926S",-65.2,"06512W","D. Potosi","P. Saavedra","BOL","94 km from Potosi to Sucre","05/03/80",2650,"24",-19.4333333333333,-65.2,2585.77270507812
482,"CGN",20635,"BER","berthaultii",-193.833,"1923S",-647.833,"06447W","D. Chuquisaca","P. Yamparaez","BOL","37 km from Tarabuco to Sotomayor via Icla","13/03/80",2650,"24",-19.3833333333333,-64.7833333333333,2540.76806640625
483,"CGN",20636,"BER","berthaultii",-18.75,"1845S",-651.333,"06508W","D. Chuquisaca","P. Oropeza","BOL","51km from Sucre to Cachabamba","14/03/80",1980,"24",-18.75,-65.1333333333333,1760.31750488281
484,"CGN",22715,"BER","berthaultii",-180.833,"1805S",-65.15,"06509W","D. Cochabamba","P. Mizque","BOL","18 km from Aiquile on the road to Misque","23/02/80",2200,"24",-18.0833333333333,-65.15,2224.04565429688
485,"CGN",18216,"BER","berthaultii",-180.666,"1804S",-651.666,"06510W","D. Cochabamba","P. Mizque","BOL","21 km from Aiquile on the road to Misque","23/02/80",2180,"24",-18.0666666666667,-65.1666666666667,2101.77954101562
486,"CGN",22716,"BER","berthaultii",-179.166,"1755S",-659.166,"06555W","D. Cochabamba","P. E. Arce","BOL","Road from Snzaldo to Mollepujro at 15 km from Anzaldo, near Alfamayo","06/03/80",2730,"24",-17.9166666666667,-65.9166666666667,2785.94091796875
487,"CGN",20645,"BER","berthaultii",-17.9,"1754S",-659.166,"06555W","D. Cochabamba","P. E. Arce","BOL","12.5 km along the road from Anzaldo to Mollepujro","06/03/80",2875,"24",-17.9,-65.9166666666667,2868.79638671875
488,"CGN",18246,"BER","berthaultii",-17.95,"1757S",-659.166,"06555W","D. Cochabamba","P. E. Arce","BOL","2.5 km below Mollepujro, Anzaldo-Mollepujro road","06/03/80",2440,"24",-17.95,-65.9166666666667,2816.91625976562
489,"CGN",23804,"BER","berthaultii",-17.95,"1757S",-659.166,"06555W","D. Cochabamba","P. E. Arce","BOL","Hacienda Mollepujro, 100 m from the house","07/03/80",2560,"24",-17.95,-65.9166666666667,2816.91625976562
490,"CGN",18228,"BER","berthaultii",-175.666,"1734S",-663.833,"06623W","D. Cochabamba","P. Capinota","BOL","2 km from Parotani on the road to Capinota, (1 km from the new road)","29/03/80",2450,"24",-17.5666666666667,-66.3833333333333,2680.51904296875
491,"CGN",22727,"BER","berthaultii",-229.666,"2258S",-65.45,"06527W","P. Jujuy","D. Humahuaca","ARG","station azul pampa",NA,3600,"24",-22.9666666666667,-65.45,3631.72265625
492,"CGN",960983,"BER","berthaultii",NA,NA,NA,NA,"D. Chuquisaca","P. Zudanez","BOL","road from Zudanez to Airampo via Calle-Calle","07/03/59",2650,"24",NA,NA,NA
493,"CGN",17823,"BER","berthaultii",-17.4,"1724S",-66.15,"06609W","D. Cochabamba","P. Cercado","BOL","Cochabamba, Cerro de San Pedro","12/03/59",2570,"24",-17.4,-66.15,2580.60009765625
494,"CGN",18118,"BER","berthaultii",-17.45,"1727S",-662.833,"06617W","D. Cochabamba","P. Cercado","BOL","Outskirts of Cochabamba town, Cerro de San Pedro","17/02/80",2780,"24",-17.45,-66.2833333333333,2632.080078125
495,"CGN",22711,"BLV","boliviense",-188.166,"1849S",-65.65,"06539W","D. Potosi","P. Chayanta","BOL","42 km from Ocuri to Ravelo","23/02/80",3450,"24",-18.8166666666667,-65.65,3457.05249023438
496,"CGN",18196,"BLV","boliviense",-207.333,"2044S",-64.85,"06451W","D. Chuquisaca","P. Nor Cinti","BOL","61 km from Camargo to St. Elena","22/03/80",2840,"24",-20.7333333333333,-64.85,2994.68432617188
497,"CGN",18208,"BLV","boliviense",-196.333,"1938S",-652.833,"06517W","D. Potosi","P. Saavedra","BOL","11 km from turning point near Betanzos to Esquire","03/04/80",3270,"24",-19.6333333333333,-65.2833333333333,3354.36645507812
498,"CGN",18070,"BLV","boliviense",-189.666,"1858S",-65.35,"06521W","D. Chuquisaca","P. Oropeza","BOL","Road from Sucre to Ravelo in the Vicinity of Guerraloma","25/03/74",3050,"24",-18.9666666666667,-65.35,3141.36108398438
499,"CGN",961244,"BLV","boliviense",-253.333,"2520S",-658.333,"06550W","P. Salta","D. San Carlos","ARG","Isonza, Las Aguadas, Camino de Cachipampa a Amblayo, 21 km s cruce ruta59","14/06/73",2800,"24",-25.3333333333333,-65.8333333333333,2751.1640625
500,"CGN",17603,"BST","brachistotrichum",218.833,"2153N",-102.483,"10229W","E. Aguascalientes",NA,"MEX","Collected between Aguascalientes and Calvillo",NA,NA,"24",21.8833333333333,-102.483333333333,1994.32897949219
501,"CGN",962574,"BCP","brachycarpum",NA,NA,NA,NA,"E. Oaxaca",NA,"MEX","San Mateo",NA,NA,"72",NA,NA,NA
502,"CGN",22360,"BCP","brachycarpum",191.333,"1908N",-99.75,"09945W","E. Mexico",NA,"MEX","Tenancingo",NA,NA,"72",19.1333333333333,-99.75,3819.43872070312
503,"CGN",21308,"BCP","brachycarpum",19.55,"1933N",-103.633,"10338W","E. Jalisco",NA,"MEX","Nevado de Colima, W side, Tranquitas","23/09/58",3200,"72",19.55,-103.633333333333,3333.341796875
504,"CGN",18347,"BCP","brachycarpum",162.833,"1617N",-96.55,"09633W","E. Oaxaca",NA,"MEX","Municipio Miahuatlan, road from Oaxaca to Puerto Angel","19/10/58",2400,"72",16.2833333333333,-96.55,1664.32543945312
505,"CGN",17841,"BRC","brevicaule",NA,NA,NA,NA,"D. Cochabamba",NA,"BOL","Puente San Miguel, Tunari",NA,3800,"24",NA,NA,NA
506,"CGN",18226,"BRC","brevicaule",-181.166,"1807S",-65.1,"06506W","D. Cochabamba","P. Campero","BOL","10 km from Aiquile to Mizque, in fields across the river and railway","26/03/80",2450,"24",-18.1166666666667,-65.1,2227.857421875
507,"CGN",18232,"BRC","brevicaule",-173.333,"1720S",-66.35,"06621W","D. Cochabamba","P. Quillacollo","BOL","22 km from Quillacollo old road to Morochata near New Puente San Miguel","03/04/80",3650,"24",-17.3333333333333,-66.35,3504.52514648438
508,"CGN",17682,"BRC","brevicaule",-172.666,"1716S",-66.3,"06618W","D. Cochabamba","P. Quillacollo","BOL","Puente San Miguel, Tunari Range, above Cochabamba","09/04/63",NA,"24",-17.2666666666667,-66.3,3884.86962890625
509,"CGN",22321,"BRC","brevicaule",-190.333,"1902S",-652.833,"06517W","D. Chuquisaca",NA,"BOL","Pumilla, near Sucre","12/04/63",NA,"24",-19.0333333333333,-65.2833333333333,2818.1650390625
510,"CGN",960640,"DMS","demissum",NA,NA,NA,NA,"D. Puno","P. Puno","PER",NA,NA,NA,"24",NA,NA,NA
511,"CGN",17684,"BUK","bukasovii",-13.65,"1339S",-733.833,"07323W","D. Apurimac","P. Andahuaylas","PER","Km 79 from Abancay on road to Andahuaylas","18/04/71",3900,"24",-13.65,-73.3833333333333,3104.61328125
512,"CGN",17737,"BUK","bukasovii",-133.833,"1323S",-738.833,"07353W","D. Ayacucho","P. Cangallo","PER","7 km from Rio Pampas bridge","18/04/71",2400,"24",-13.3833333333333,-73.8833333333333,2954.33544921875
513,"CGN",21366,"ACL","acaule",-15.65,"1539S",-714.333,"07126W","D. Arequipa","P. Caylloma","PER","Pulpera, en la Ruta de Chivay a Chibayo","29/03/74",4000,"48",-15.65,-71.4333333333333,4359.173828125
514,"CGN",17821,"BUK","bukasovii",-12.55,"1233S",-751.833,"07511W","D. Ayacucho","P. Pacaicara","PER","Huallapampa",NA,3000,"24",-12.55,-75.1833333333333,3641.23803710938
515,"CGN",17690,"BLB","bulbocastanum",198.333,"1950N",-101.716,"10143W","E. Michoacan",NA,"MEX","Near Zacapu, at km 400 from Mexico City on the road to Guadalajara","01/10/58",NA,"24",19.8333333333333,-101.716666666667,1984.75634765625
516,"CGN",17691,"BLB","bulbocastanum",192.166,"1913N",-98.8,"09848W","E. Mexico",NA,"MEX","Road from Amecameca to Chalco, Tlalmanalco","01/10/58",2400,"24",19.2166666666667,-98.8,2345.66284179688
517,"CGN",22698,"BLB","bulbocastanum",191.833,"1911N",-982.166,"09813W","E. Tlaxcala",NA,"MEX","Km 8 on the road from Tlaxcala to Puebla","01/10/58",NA,"24",19.1833333333333,-98.2166666666667,2245.0732421875
518,"CGN",17692,"BLB","bulbocastanum",178.833,"1753N",-96.55,"09633W","E. Oaxaca",NA,"MEX","Near Oaxaca, Cerro San Felipe","01/10/58",NA,"24",17.8833333333333,-96.55,623.536193847656
519,"CGN",960631,"BLB","bulbocastanum",170.333,"1702N",-967.666,"09646W","E. Oaxaca",NA,"MEX","Oaxaca, ruins of Montealban","01/10/58",1950,"24",17.0333333333333,-96.7666666666667,1827.88891601562
520,"CGN",18310,"BLB","bulbocastanum",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"24",NA,NA,NA
521,"CGN",17687,"BLB","bulbocastanum",NA,NA,NA,NA,"E. Distrito Federal",NA,"MEX","Pedregal de San Angel",NA,NA,"24",NA,NA,NA
522,"CGN",962577,"BLB","bulbocastanum",NA,NA,NA,NA,NA,NA,"MEX","Canoni, Humboldt road at Chalco",NA,NA,"24",NA,NA,NA
523,"CGN",21363,"BLB","bulbocastanum",15.15,"1509N",-90.3,"09018W","D. Baja Verapaz",NA,"GTM","8.8 km N from town square of Salama on old road to Coban","05/10/95",1430,"24",15.15,-90.3,1119.51306152344
524,"CGN",21364,"BLB","bulbocastanum",152.166,"1513N",-90.3,"09018W","D. Baja Verapaz",NA,"GTM","18.8 km N from town square of Salama on old road to Coban","05/10/95",1420,"24",15.2166666666667,-90.3,1458.70153808594
525,"CGN",23075,"BLB","bulbocastanum",153.166,"1519N",-91.55,"09133W","D. Huehuetenango",NA,"GTM","7.3 km NW of entrance to Huehuetenango on Rt. CA 1, about 400 m uphill (SW)","19/10/95",2000,"24",15.3166666666667,-91.55,2042.21118164062
526,"CGN",960639,"CAN","canasense",-158.333,"1550S",-700.333,"07002W","D. Puno","P. Puno","PER","Huerta farm, 6 km from Puno, Lake Titicaca","06/04/71",3900,"24",-15.8333333333333,-70.0333333333333,4015.82592773438
527,"CGN",17722,"CAN","canasense",-133.833,"1323S",-71.9,"07154W","D. Cusco","P. Calca","PER","9 km past Calca, on road to Pisac","10/04/71",3000,"24",-13.3833333333333,-71.9,2950.82788085938
528,"CGN",17672,"CAN","canasense",-13.4,"1324S",-73.9,"07354W","D. Ayacucho","P. Cangallo","PER","73 km from Chinceros, on Ayacucho road, above Ocros","18/04/71",3800,"24",-13.4,-73.9,2956.64892578125
529,"CGN",17589,"CAN","canasense",-135.166,"1331S",-719.833,"07159W","D. Cusco","P. Cusco","PER","7 km from Cusco to Pisac. same place as 794","17/04/59",3850,"24",-13.5166666666667,-71.9833333333333,3432.8681640625
530,"CGN",962670,"CND","candolleanum",-15.4,"1524S",-690.666,"06904W","D. La Paz","P. Camacho","BOL","Pantini, near Italaque","28/02/78",3600,"24",-15.4,-69.0666666666667,4208.0029296875
531,"CGN",18132,"CND","candolleanum",-155.833,"1535S",-68.55,"06833W","D. La Paz","P. Larecaja","BOL","Higher altitude road to Tacacoma; 40,5 km from Sorata to Tacacoma","04/03/80",3560,"24",-15.5833333333333,-68.55,3507.2158203125
532,"CGN",20603,"CND","candolleanum",-156.166,"1537S",-690.833,"06905W","D. La Paz","P. Camacho","BOL","9 km from Escoma on road to Italaque","06/03/80",3850,"24",-15.6166666666667,-69.0833333333333,3972.9189453125
533,"CGN",18137,"SPEC","species",-156.166,"1537S",-689.333,"06856W","D. La Paz","P. Omasuyos","BOL","36 km from Humacha on road to Ambana","07/03/80",3680,"24",-15.6166666666667,-68.9333333333333,3608.81958007812
534,"CGN",18291,"CAP","capsicibaccatum",NA,NA,NA,NA,NA,NA,"BOL",NA,NA,NA,"24",NA,NA,NA
535,"CGN",18254,"CAP","capsicibaccatum",-18.6,"1836S",-641.166,"06407W","D. Santa Cruz","P. Valle Grande","BOL","19 km from Valle Grande on the road to Pucara","01/03/80",2650,"24",-18.6,-64.1166666666667,2686.11401367188
536,"CGN",22388,"CAP","capsicibaccatum",-17.2,"1712S",-668.833,"06653W","D. Cochabamba","P. Ayopaya","BOL","16 km from Independencia on the road to Challa","12/03/80",3220,"24",-17.2,-66.8833333333333,2537.56591796875
537,"CGN",962457,"CAP","capsicibaccatum",NA,NA,NA,NA,"D. Cochabamba",NA,"BOL",NA,NA,NA,"24",NA,NA,NA
538,"CGN",18265,"CAP","capsicibaccatum",NA,NA,NA,NA,"D. Cochabamba","P. Carrasco","BOL",NA,"27/02/80",NA,"24",NA,NA,NA
539,"CGN",962630,"CPH","cardiophyllum",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"24",NA,NA,NA
540,"CGN",NA,"CPH","cardiophyllum",NA,NA,NA,NA,"E. Michoacan",NA,"MEX",NA,NA,NA,"24",NA,NA,NA
541,"CGN",22387,"CPH","cardiophyllum",NA,NA,NA,NA,"E. Mexico",NA,"MEX","Near Texacoco, Chapingo/Lunestone hills",NA,NA,"24",NA,NA,NA
542,"CGN",17697,"CPH","cardiophyllum",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"24",NA,NA,NA
543,"CGN",962709,"CHC","chacoense",-184.666,"1828S",-640.666,"06404W","D. Santa Cruz","P. Valle Grande","BOL","3.9km E of townsquare of Valle Grande to Canton Poster Valle","23/01/94",2100,"24",-18.4666666666667,-64.0666666666667,2124.4228515625
